,Texto,sentimiento
169,"llevamos mas de 2500 timbres alcanzados, a los que les trasladamos el plan publico, gratuito y optativo contra covid-19, tambien la inscripcion para la vacuna antigripal, consultas de anses, y la prestacion basica universalnadiesesalvasolx ✌️❤️",Positivo
170,"llevamos mas de 2500 timbres alcanzados, a los que les trasladamos el plan publico, gratuito y optativo contra covid-19, tambien la inscripcion para la vacuna antigripal, consultas de anses, y la prestacion basica universal nadiesesalvasolx ✌️❤️",Positivo
171,"llegamos a mas de 2500 timbres, a los que les trasladamos el plan publico, gratuito y optativo contra covid-19, tambien la inscripcion para la vacuna antigripal, consultas de anses, y la prestacion universal obligatoria",Positivo
172,2 x este monstruo tengo gentes conocidas que esperando la vacuna les dio covid estan graves o se murieron imperdonable dios hara justicia gines ,Negativo
173,79 me trataron de gringa brutaxq estoy a favor de las vacunas covid y cualquier vacuna,Negativo
174,agradecido por tener la oportunidad de recibir mi 1era dosis de la vacuna contra el covid-19 muchas gracias a todo el personal de salud y a todos los sanfernandinos que forman parte del equipo en las postas de vacunacion 1eradosis vacunatepba,Positivo
175,"1er dosis de astrazeneca, vamos con todo que cada vez falta menos para volver a la normalidad vacuna covid vᴀᴄᴜɴᴀcᴏᴠɪᴅ19 vacunate astrazeneca en barrio septiembre",Positivo
176,desde  seguimos recorriendo casaxcasasanmartin  con esta iniciativa registramos mas de 50000 vecinxs para que puedan recibir su vacuna contra el covid-19 si todavia no te registraste hacelo en  🙌💉,Negativo
177,"vacunacion contra el covid-19 los q residan en la ciudad autonoma de buenos aires las personas mayores de 45 anos (1976 hacia atras, pueden empadronarse para recibir la 1 dosis d la vacunaun familiar o conocido tambien puede hacerlo en su nombre",Negativo
178,estan mas cagados por la segunda dosis de vacuna que por el covid-19  😛😛,Negativo
179,"me siento super post vacuna💉 astrazeneca covid_19 me toco ayer, luego me fui al gym, como siempre como me sentia bien, hoy sali a trotar un rato cero efectos secundarios por lo que leo, soy un afortunado genial la atencion en el municipal nro 1 trelew  💪🏽💪🏽",Negativo
180,atencion riachohehe▪️ el jueves 24 de junio estaran recibiendo la vacuna contra el covid-19 los adultos de las clases 1977 a 1983▪️ personas con grupos de riesgo de las clases 1984 a 2003ℹconsultas y + info en:consultavacunacovidgobar,Negativo
181,hasta ayer misiones habia aplicado 410706 dosis de vacunas contra el covid_19 la provincia vacuna a personas de 30 anos en adelante la salida de esta pandamia de esta acercando,Negativo
182,12 anos de colegio bilingue para darme cuenta que la vacuna covishield se llama asi por covid + shield osea escudo para el covidddd 😱😱😱,Negativo
183,_del_ayer √  dijo que la vacuna era veneno despues dijo que no lo dijo√  dijo que  queria un “retorno” por la “paifer” despues dijo que no lo dijo√  dijo que el covid es una gripe despues dijo que no lo dijoasi gobernaron,Positivo
184,"3941653  perdon no quiero contradecirte pero las vacunas probadas y efectivas te previenen el 100% de la enfermedad, la de la poleo la bcg antitetanica sarampion hepatitis todas son 100 efectivas  la del covid sigue siendo experimental, igual yo me vacuna",Negativo
185,no llega la 2da dosis de la vacuna rusa y la gente muere de covid por culpa de este tipo que esta disfrutando del verano espanol en vez de estar preso el y la complice que esta ahora lo unico que falta es que se vaya a roma y lo reciba el papa ,Negativo
186,si te toca la vacuna date la que venga no es momento de esta si esta no china rusa cuba o donde sea ojala lleguen vacunas para todos vacunas covid_19,Negativo
187,"enojate con los que corresponde, con los que no le dieron a tu papa la vacuna pfizer un mes antes y no hubiera muerto esos son asesinos el covid es una gripe  mas grave en algunos casos",Negativo
188,"21951034  una mierda lo de di blasi y lo de muchos eso es una cosa ahora, pensar que el covid es el ebola o la malaria, bueno solo en las cabezas militantes kirchneristas puede que sea cierto enfermedad respiratoria que ya tiene vacuna, simplemente eso",Negativo
189,la doble funcion del teatro san martin: el regreso del publico y vacunar a 1100 personas por diade lunes a viernes 8 a 17 hs se vacuna a vecinos contra el covid-19y desde este sabado vuelven las funciones con 30% de aforo y todos los cuidados los esperamos,Positivo
190,desde el 2016 (literal que no levantaba fiebre levante hace dos meses cuando tuve covid y ahora que me pusieron la vacuna esto de tenerlo tan seguido es una mierd,Negativo
191,▪️carrio “nunca dijo q la vacuna es veneno”▪️bullrich “ nunca dijo q el gob pidio sobornos a pfizer”▪️macri “no quiso decir lo que dijo sobre el covid”asi gobernaron en las proximas elecciones estan en juego la seriedad o una sarta de payasos mentirosos,Negativo
192,es un gripe nada mas y te vacuna contra el covid_19 en eeuu  impresentable,Negativo
193,"mi viejo hoy acompano al mejor amigo a vacunarse, el martes le toca a el, mi papa de 47 anos y hace un mes y pico nos agarro a todos covid, el y mi vieja la pasaron muy mal, lamentablemente hay personas de la edad de mi viejos q  la vacuna nunca les llego y murieron vacrobadas",Negativo
194,mi mami ya tiene su turno para vacuna covid que tranquilidad y felicidad ☺️,Positivo
195,vacunacion libre pba abre la vacunacion libre contra covid para mayores de 55 anos | via,Positivo
196,hola doctor  recibi las dos dosis de sinopharma  ya hace dos meses  puedo vacunarme con otra vacuna contra covid  por ejemplo pfizer o sputnik ,Negativo
197,💉 las personas embarazadas ya pueden empadronarse para recibir la vacuna contra el covid-19 ingresando aqui: o escribiendo al whatsapp de la ciudad (11-5050-0147 tambien puede hacerlo un familiar o conocido en su nombre,Negativo
198,las personas embarazadas de la ciudad ya pueden empadronarse para recibir la vacuna contra el covid-19 anotate 👉🏻,Negativo
199,"_abregu    claro, eso si, el tema es q tratas a esta vacuna como a todas las demas, cuando la unica vacuna q hoy se pone a nivel mundial sin estar aprobada es la del covid esta autorizada para su uso en emergencia, sin responsabilidad legal ni resultados garantizados",Negativo
200,buenas tardes a los que estas mandando x la vacuna que es mortal que se vacune cristina fernandez de kirchner y el titere de alberto fernandez y en dos o tres meses se ves el tendal de muertos x la vacuna y diran el rebrote del covid 19 son todas mentira es la vacuna ,Negativo
201,a partir de manana todas las personas mayores de 55 anos podran acercarse a los vacunatorios sin turno para recibir su primera dosis de vacuna contra el covid 🎉 vacunatepba,Negativo
202,me cancelaron la unica reunion que tenia hoy y me confirmaron que quede como voluntario para las pruebas clinicas de la vacuna canadiense (medicago contra el covid-19 llego al finde literalmente asi ✨,Negativo
203,mi viejo pcr negativosuper contacto estrecho de mi viejala vacuna salva vidas chicos padres libres de covid ♡,Negativo
204,"""es segura y eficaz la vacuna contra la covid-19 en personas embarazadas y lactantes, dicen fact-checkers""",Negativo
205,"si tenes mas de 55 anos y sos de la provincia de buenos aires, acercate sin turno a cualquier puesto de vacunacion para que te den la primer dosis de la vacuna contra el covid-19💉",Negativo
206,mi saludo para todos los que mintieron comorbilidades para tener   su vacuna antes de tiempo covid_19 vacunas sputnikv pandemia vacunacion buenviernes,Positivo
207,kicillofok siempre adelantado 👏🏽👏🏽👏🏽👏🏽👏🏽pba abre la vacunacion libre contra covid para mayores de 55 anos | via,Positivo
208,me pusieron la primera dosis de la vacuna contra el covid estoy re adolorida pero feliz ☺️🙌,Positivo
209,el dia mas frio del ano me doy la segunda dosis de la vacuna contra el covid podes creer,Negativo
210,basta de exponer a la prensa a nuevos contagios de covid esta es una conferencia de prensa llevada a cabo en la ciudad de santa fe de parte de las autoridades de salud somos esenciales y estamos expuestos desde la primera hora de la pandemia queremos la vacuna,Negativo
211,me vienen con que somos conejillos de india con el tema vacuna covid y me cuesta mantener la compostura :,Negativo
212,"no se como se compone la vacuna covid pero, siento tanto frio dentro del cuerpo que es como si me hubiesen inyectado liquido refrigerante en las venas 😩🤒🌬",Positivo
213,por favor si pueden firmar 🖒🖒🖒,Positivo
214,"la esperanza se agranda, natalia recibio su vacuna y con ella llegamos a los 10000 vecinos vacunados con 1era dosis contra el covidsigamos cuidandonos,  cada vez estamos mas cerca de volver a abrazarnoscarloscasaresvacunate buenosairesvacunatevacunatepba",Negativo
215,"error la variante delta ( de la indiaya fue detectada en un mayor y un menorlas vacunas sputnik 2 dosisno existenel covid delta se hara un  pic nic vacunar es aplicar 2 dosis de cualquier vacuna conocida , estamos manos de 15 por cien vacunados",Negativo
216,"la primera autopsia de una persona vacunada contra covid-19, que dio negativo 18 dias despues de la admision al hospital pero 24 dias despues del vax, revelo que se encontro arn viral en casi todos los organos del cuerpo la vacuna, aunque desencadeno una",Negativo
217,"a mi papa le llego el turno para la vacuna 💪 abuelo con dos dosis mama con dos dosis, yo con una (la segunda la rechace porq tuve covid y hay que esperar 1 mes esperando para que llegue otra vez el turno companero las dos dosismucha felicidad por eso",Positivo
218,"la vacuna covid y el ser que me habita, merecen que me acueste un rato descansar",Positivo
219,hoy me vacune contra el covid_19 con la vacuna de astrazeneca porque boliche ya soy es un  gran alivio para mi gracias a quienes hicieron las gestiones para que las vacunas lleguen a millones de argentinesargentinaunida argentinatecuida argentinavacuna vacunacovid19,Positivo
220,"la noticia mas esperada por una importante franja de la sociedadel  habilito a preinscribirse para la vacuna contra el covid_19 a las personas de 40 anos en adelante, sin patologias previasla nueva buena fue anunciada hoy por el gobernador",Positivo
221,"📢arribaron al centro de vacunacion de puan, 900 segundas dosis de la vacuna astrazeneca e insumos para continuar con el plan de vacunacion contra el covid-19es importante que los vecinos aguarden el llamado telefonico que se realizara desde puan para la asignacion del turno",Negativo
222,me das una mano firmando esta peticion,Negativo
223,"que hago pido consejoen casa todos tuvieron covid yo, aislada con ellos, atendiendolos, controlando fiebre, saturacion, dandoles el te, la comida, etc a veces c barbijo, muchas veces sin xq estabamos t juntos y parecia 1/2al dope yo nunca me contagie me doy la vacuna",Negativo
224,f por mi mama que le avisaron que le llego la vacuna y hoy dio positivo de covid 🤡,Positivo
225,"frente a tanto dolor,como se puede ser tan frivolohay muchos ninos,ninas y adolescentes q dependen d la vacuna pfizer para enfrentar sus problemas de salud y no contraer covidque triste todo, lo ideologico deshumaniza dichoso d el q no tiene nadie q la necesita",Negativo
226,amigos y familia: manana me voy a la vacuna con mi mama que nos acompanamos con mi tia en el auto 💪🙏💉👍😊covid vacunatepba vacunacovid19 manana,Positivo
227,"en este dia tan particular donde el otono de cordoba nos trajo hermosos paisajes nevados, estoy muy feliz por haber recibido mi primera dosis de la vacuna contra el covid_19 gracias al personal de salud por el trabajo que realiza todos los dias desde que comenzo la pandemia",Positivo
228,14 1 me dolio mas lo del lunes que la vacuna contra el covid 😋,Negativo
229,"de donde sacas esa informacion muerte por covid en persona vacunada no es lo mismo q muerte por vacuna de igual manera si eso fuese real, es una vacuna en un caso critico de emergencia mundial, el beneficio supera al riesgo ampliamente",Positivo
230,"no se como tomarlo esto a ver, la consigna es facil: ""nombrame una vacuna contra el covid aprobada"" de verdad consideras q las q me pasaste lo estan",Negativo
231,"23 hola brenda mas alla de lo que esta repercutiendo con la empresa, ninguna vacuna contra el covid te va a prevenir de contraer el virus, solo hara (en teoria que tengas sintomas leves despues de los 21 dias de aplicada la 1 dosisespero que te mejores pronto, muchas fuerzas",Negativo
232,📻 🎤 te dejo parte de la entrevista que hicimos en 3 por la celebracion del diadelvecino en villaallende contando sobre nuestro carro movil destinado a ayudar inscribir vecin que quieran recibir la vacuna covid-19 💉🙌,Negativo
